Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
20,male,2,own,quite rich,little,12858,11,furniture,bad
24,female,2,rent,little,little,18676,69,car,bad
73,male,0,rent,little,little,16132,8,car,bad
35,female,3,own,nan,little,3909,33,business,good
59,female,1,own,moderate,moderate,19452,28,car,good
24,female,1,rent,moderate,nan,9770,28,education,good
57,male,3,own,moderate,moderate,4427,65,education,good
23,male,1,free,little,nan,1566,68,furniture,good
39,male,2,rent,little,moderate,15957,4,radio/TV,good
18,female,2,rent,moderate,little,12760,50,education,bad
21,male,0,own,moderate,rich,7168,30,car,good
63,male,3,own,moderate,little,17512,41,car,bad
66,male,1,own,moderate,rich,9503,22,education,good
69,male,1,own,moderate,moderate,19838,43,car,good
67,female,3,own,little,rich,17228,15,car,good
60,male,1,free,rich,little,15814,69,radio/TV,good
46,female,2,own,little,rich,13691,36,business,good
38,female,2,rent,nan,moderate,14655,16,furniture,good
43,female,1,rent,rich,little,17301,46,car,good
31,female,0,rent,little,rich,16850,24,car,bad
26,male,0,own,nan,rich,6257,37,radio/TV,good
64,male,2,own,rich,moderate,4953,33,radio/TV,good
29,male,1,own,nan,little,13232,23,car,good
59,female,1,free,moderate,little,11229,39,business,bad
68,male,1,rent,nan,moderate,14566,10,radio/TV,good
73,female,1,own,moderate,rich,13009,12,radio/TV,good
68,male,2,own,rich,moderate,9803,48,car,good
23,male,3,own,moderate,little,4730,21,radio/TV,good
37,male,1,own,nan,little,12540,50,education,good
41,female,1,rent,moderate,moderate,15168,4,furniture,good
44,male,2,rent,quite rich,moderate,4442,56,radio/TV,good
55,female,1,rent,nan,moderate,3048,40,car,good
25,female,3,rent,moderate,little,5033,23,radio/TV,good
18,female,1,own,little,little,3828,61,radio/TV,bad
71,male,1,own,little,little,5809,44,radio/TV,bad
66,male,3,rent,nan,little,18386,41,car,bad
66,female,1,rent,rich,little,949,47,business,good
41,female,1,own,moderate,rich,16630,18,business,good
64,female,0,own,nan,moderate,19951,38,car,bad
24,female,3,own,little,moderate,602,30,domestic appliances,good
36,female,2,rent,little,little,15878,24,business,bad
39,male,1,own,moderate,moderate,14766,43,radio/TV,good
74,male,2,rent,little,little,10283,47,car,bad
72,male,1,own,little,nan,8918,47,radio/TV,good
52,female,1,rent,quite rich,little,9868,8,radio/TV,good
47,female,2,own,little,moderate,15790,52,car,bad
46,male,2,own,quite rich,moderate,11570,24,business,good
39,male,1,own,little,little,10911,11,furniture,bad
28,female,0,own,nan,nan,1319,69,radio/TV,good
37,female,0,rent,rich,little,1111,40,radio/TV,bad
46,female,2,rent,moderate,little,335,17,domestic appliances,good
68,male,2,own,little,little,7140,37,radio/TV,bad
58,female,2,own,nan,rich,16576,63,car,good
59,female,2,own,little,little,15478,64,education,bad
51,female,2,rent,little,moderate,2891,49,business,good
18,male,2,own,little,little,10303,24,repairs,bad
48,female,0,rent,nan,moderate,11606,21,education,bad
47,male,1,own,rich,moderate,6270,64,car,good
65,female,1,own,nan,little,15771,37,business,bad
35,female,1,own,quite rich,little,14778,57,radio/TV,good
72,male,2,own,little,little,5515,32,car,good
34,female,3,own,nan,rich,7671,44,vacation/others,good
55,male,1,own,moderate,nan,15380,61,education,good
31,female,3,own,little,little,15072,33,domestic appliances,bad
40,male,1,rent,little,rich,13004,36,car,good
42,female,1,own,little,little,6838,66,business,bad
32,male,2,own,rich,little,9327,37,radio/TV,good
63,male,1,rent,little,moderate,4227,52,furniture,good
73,female,1,free,little,rich,4325,15,car,good
39,male,1,own,moderate,little,8504,25,furniture,good
20,female,3,rent,little,little,12552,27,radio/TV,bad
73,male,2,rent,little,rich,2027,59,education,good
72,female,1,free,nan,nan,4280,28,furniture,good
36,female,0,own,little,little,11504,69,furniture,bad
74,female,3,free,quite rich,moderate,13777,4,car,good
61,female,1,own,moderate,little,14335,37,repairs,bad
51,male,3,own,little,little,19839,8,business,good
52,female,1,own,moderate,little,17449,20,vacation/others,good
67,female,2,own,little,moderate,9992,4,repairs,good
18,female,2,rent,little,little,14843,24,domestic appliances,bad
69,female,1,own,little,little,7106,9,car,good
38,female,2,own,little,little,11955,42,radio/TV,bad
46,male,1,own,moderate,little,18843,62,car,bad
23,female,2,own,little,little,3319,23,domestic appliances,bad
54,male,2,own,little,little,8868,67,business,bad
18,male,0,own,nan,rich,13802,27,car,bad
68,female,2,own,little,little,5343,44,business,good
18,female,0,own,little,rich,5471,70,vacation/others,bad
44,male,0,own,quite rich,little,1554,41,furniture,bad
38,male,2,rent,rich,little,11938,41,furniture,good
70,male,0,own,little,little,11118,31,car,bad
33,female,1,own,little,rich,15130,13,education,good
61,male,1,own,little,little,4197,27,business,good
71,male,1,own,little,rich,13578,65,car,bad
57,female,0,own,little,moderate,3328,55,repairs,bad
43,male,1,free,little,nan,7348,27,car,good
33,female,2,rent,little,nan,7956,53,radio/TV,good
45,male,2,rent,little,rich,10760,41,repairs,bad
18,female,3,own,little,little,10559,21,repairs,bad
53,male,0,own,moderate,little,18909,52,car,bad
27,female,2,own,little,little,14822,20,vacation/others,bad
60,female,2,rent,little,moderate,16830,56,car,good
34,male,1,rent,moderate,moderate,9979,9,furniture,good
74,female,2,own,little,little,9572,69,education,bad
40,male,2,own,rich,moderate,7563,8,car,good
24,female,1,own,nan,little,19865,5,radio/TV,bad
61,female,2,own,little,little,17002,65,business,bad
70,female,1,rent,little,moderate,15735,8,radio/TV,bad
24,female,1,own,moderate,rich,19862,34,car,good
61,female,1,own,little,moderate,9258,66,business,good
32,female,2,rent,nan,nan,1741,21,car,good
51,female,1,own,little,nan,11980,60,business,bad
63,male,1,own,quite rich,moderate,17353,65,repairs,good
62,male,2,own,little,little,3012,7,business,good
21,female,2,own,little,little,11829,65,car,bad
31,female,2,own,little,rich,9237,49,education,good
31,female,0,own,moderate,little,18836,24,car,bad
33,male,2,rent,quite rich,little,3457,63,car,good
24,female,1,rent,nan,little,2753,48,business,good
49,male,1,own,little,little,6032,25,car,good
36,female,1,rent,moderate,little,13541,68,car,good
19,female,2,own,moderate,little,18516,9,car,good
27,female,2,rent,moderate,moderate,10617,68,education,good
67,female,2,own,little,little,9844,30,radio/TV,good
34,female,1,own,moderate,nan,2237,13,car,good
54,male,1,own,rich,moderate,15009,58,car,good
29,female,0,own,rich,rich,17448,37,repairs,bad
23,male,3,free,moderate,little,19294,44,vacation/others,bad
39,male,1,own,little,little,19203,35,furniture,bad
49,female,1,own,rich,little,14513,70,car,bad
58,female,2,own,nan,rich,7597,54,car,good
37,female,0,own,little,little,12761,42,furniture,bad
18,male,2,rent,nan,rich,10737,8,radio/TV,good
71,male,2,free,nan,nan,7671,61,radio/TV,good
64,male,2,own,little,little,15928,20,furniture,bad
70,female,0,own,quite rich,little,4268,26,furniture,bad
23,male,1,own,moderate,moderate,17608,49,vacation/others,good
36,male,0,own,quite rich,moderate,2111,10,radio/TV,good
35,male,1,own,little,moderate,898,65,car,good
23,female,2,own,little,little,15447,10,education,bad
62,male,0,rent,little,rich,18210,18,radio/TV,bad
50,male,2,own,moderate,little,2849,33,car,good
40,female,1,own,nan,little,5129,23,education,good
40,female,2,own,moderate,little,18421,70,car,bad
43,female,1,rent,little,nan,11538,57,education,bad
30,male,1,own,nan,moderate,387,53,car,good
24,male,1,own,little,moderate,15511,52,vacation/others,bad
32,male,2,own,rich,little,2306,53,radio/TV,good
61,female,1,own,quite rich,rich,2081,6,car,good
44,male,1,own,moderate,little,6144,67,business,good
43,female,0,free,moderate,little,9325,49,business,bad
50,female,1,rent,little,nan,10361,25,business,good
32,male,2,rent,moderate,little,12457,55,radio/TV,bad
53,male,2,rent,little,moderate,14954,40,car,bad
62,male,1,rent,moderate,little,7928,63,radio/TV,good
72,female,1,rent,moderate,little,18529,70,business,bad
44,female,0,own,moderate,little,17290,51,radio/TV,bad
74,male,3,own,nan,nan,16232,33,car,good
22,female,1,own,little,little,19760,46,vacation/others,bad
19,male,2,own,moderate,little,3274,13,education,good
72,male,2,own,rich,rich,12057,5,vacation/others,good
50,male,2,rent,little,nan,15696,70,car,good
33,female,3,own,rich,little,3993,49,car,good
40,female,0,rent,little,little,16705,44,car,bad
55,male,3,rent,moderate,little,5903,7,car,good
72,male,2,own,nan,moderate,17383,11,car,good
33,female,1,own,nan,little,16304,13,car,good
31,male,2,own,little,rich,1202,8,radio/TV,good
46,female,2,own,little,moderate,6529,62,business,good
43,male,2,own,nan,little,13607,61,car,bad
52,female,1,rent,rich,moderate,4862,26,car,good
32,male,2,own,moderate,moderate,4372,64,car,good
20,female,0,rent,little,moderate,6276,20,furniture,bad
40,male,2,rent,quite rich,rich,5421,31,domestic appliances,good
46,female,3,own,little,little,323,21,car,good
51,female,2,rent,nan,moderate,13027,55,car,good
50,female,1,own,moderate,rich,11968,61,domestic appliances,good
58,female,2,rent,moderate,moderate,11761,44,domestic appliances,good
58,male,1,own,little,little,18693,4,business,good
40,female,2,rent,moderate,rich,12080,20,furniture,good
24,female,2,own,quite rich,little,9801,7,repairs,good
20,male,0,free,moderate,little,17911,49,furniture,bad
49,female,0,own,rich,rich,11160,9,business,bad
48,male,2,own,quite rich,little,17761,26,furniture,good
35,female,1,own,little,rich,852,4,radio/TV,good
60,female,2,rent,moderate,little,10337,64,domestic appliances,good
24,female,1,rent,moderate,little,16574,25,car,bad
58,female,0,free,little,rich,18158,68,car,bad
18,female,2,rent,little,little,10148,60,radio/TV,bad
31,female,2,own,little,rich,1416,39,repairs,good
69,male,1,own,moderate,little,18566,28,car,bad
49,male,2,own,little,nan,10202,19,radio/TV,good
23,female,1,free,nan,rich,4542,29,radio/TV,good
56,female,2,free,moderate,little,12178,8,vacation/others,good
27,male,0,own,moderate,moderate,15107,25,education,good
24,male,1,rent,quite rich,moderate,1212,17,car,good
43,female,1,rent,quite rich,rich,9494,20,radio/TV,good
51,female,0,own,moderate,moderate,9430,4,car,good
47,female,1,rent,little,nan,6948,21,education,good
53,female,0,own,quite rich,little,16721,14,furniture,bad
38,female,3,rent,little,moderate,8914,15,education,good
34,female,1,own,rich,little,12648,37,domestic appliances,bad
50,male,1,own,little,little,14442,11,business,bad
27,female,2,own,moderate,little,19102,45,business,good
68,female,1,own,quite rich,little,14704,17,car,good
64,male,1,own,little,little,8292,54,radio/TV,bad
59,male,1,rent,little,little,496,12,car,good
68,male,1,own,moderate,nan,3128,41,car,good
29,male,1,rent,rich,little,6381,32,education,good
73,female,1,own,quite rich,little,4744,32,furniture,good
33,male,2,free,rich,nan,575,31,domestic appliances,good
58,male,0,own,little,moderate,13753,9,radio/TV,bad
49,female,0,own,little,little,12889,5,car,bad
32,male,1,own,quite rich,rich,1060,56,furniture,good
44,male,1,own,little,little,8845,34,car,good
45,female,1,own,moderate,little,7030,40,vacation/others,good
34,female,2,free,moderate,little,7095,59,car,good
63,female,3,own,nan,little,14908,43,radio/TV,bad
67,female,2,own,little,moderate,18908,15,furniture,good
19,female,1,rent,little,moderate,18861,58,radio/TV,bad
53,female,3,own,rich,moderate,19651,60,radio/TV,good
67,female,1,rent,little,moderate,8339,48,repairs,good
24,male,0,rent,moderate,little,7383,28,car,bad
30,male,1,rent,quite rich,little,1688,45,car,good
32,female,2,own,little,little,11325,21,domestic appliances,good
42,male,0,own,little,moderate,3634,33,repairs,good
40,female,2,own,little,rich,913,21,furniture,good
39,male,2,own,little,little,10426,10,vacation/others,bad
43,female,1,own,moderate,nan,982,33,furniture,good
50,male,2,rent,little,little,1055,8,radio/TV,good
28,female,1,own,little,nan,8322,36,education,good
27,male,1,own,moderate,rich,13987,9,vacation/others,good
42,female,1,own,nan,little,4318,51,car,good
54,male,2,own,nan,little,11595,7,car,good
65,male,1,own,rich,little,18337,16,radio/TV,good
60,female,2,rent,moderate,little,11777,29,car,good
70,male,3,own,little,moderate,12768,52,radio/TV,bad
55,male,3,rent,quite rich,moderate,5551,23,business,good
58,male,0,rent,little,rich,7268,35,domestic appliances,good
62,male,0,free,quite rich,moderate,3548,68,furniture,bad
41,male,1,own,little,little,17361,56,car,bad
57,female,2,own,moderate,nan,12013,68,education,good
63,female,3,own,little,little,11462,6,education,bad
73,male,2,free,little,rich,5208,24,furniture,good
50,female,1,rent,moderate,little,19571,46,radio/TV,good
34,male,0,rent,moderate,little,4273,28,business,good
41,female,2,own,little,little,18647,70,education,bad
54,male,0,own,nan,little,12438,38,education,bad
74,male,0,own,little,little,2083,26,education,bad
19,male,2,own,nan,little,16383,16,education,bad
49,male,1,own,moderate,little,12540,26,radio/TV,good
74,female,0,own,moderate,little,11843,66,car,bad
41,female,1,rent,nan,little,5917,18,radio/TV,good
26,female,0,free,rich,moderate,13745,29,domestic appliances,good
21,male,2,rent,little,moderate,10669,70,car,bad
34,female,1,rent,little,nan,14001,64,furniture,bad
34,female,2,free,little,little,16004,31,furniture,bad
70,male,1,own,moderate,rich,14970,37,car,good
67,male,1,own,quite rich,little,10486,19,radio/TV,good
65,male,0,rent,moderate,little,15721,46,car,bad
47,female,1,own,little,moderate,11135,14,repairs,good
57,female,2,own,moderate,little,2260,27,car,good
28,male,2,own,moderate,little,18883,28,vacation/others,good
38,female,1,own,moderate,little,9105,22,car,good
38,male,1,own,moderate,moderate,8769,37,radio/TV,good
35,female,2,own,moderate,little,14993,69,car,bad
72,male,1,own,moderate,little,13126,8,domestic appliances,bad
46,female,0,own,nan,nan,8706,69,business,good
41,female,1,free,little,little,18100,57,car,bad
27,female,2,free,quite rich,little,8695,27,car,good
62,male,0,rent,little,moderate,9535,54,car,bad
34,male,1,free,little,little,5904,27,car,good
35,male,2,own,nan,little,1486,53,car,good
59,female,3,rent,moderate,nan,10250,57,car,good
65,male,1,own,nan,little,17243,20,domestic appliances,good
37,female,0,rent,nan,moderate,18667,38,domestic appliances,bad
54,male,1,own,little,little,19828,33,radio/TV,bad
62,male,1,rent,nan,little,1468,50,repairs,good
35,female,1,own,little,little,13315,45,furniture,bad
34,female,1,own,little,moderate,4544,25,car,good
26,male,3,rent,quite rich,little,18823,34,furniture,good
31,male,2,rent,little,little,16988,54,car,bad
66,female,0,own,nan,moderate,19498,40,business,bad
46,female,2,rent,moderate,moderate,2473,16,business,good
48,male,1,own,little,moderate,19752,34,car,good
21,female,1,rent,little,little,15157,17,radio/TV,bad
35,male,3,own,moderate,little,3090,42,car,good
37,male,3,rent,little,rich,10310,41,car,bad
73,male,0,own,little,moderate,13170,21,car,bad
73,female,0,free,moderate,little,8608,42,radio/TV,bad
64,male,1,own,nan,moderate,3876,70,education,good
60,male,1,own,little,little,6951,44,car,bad
61,female,2,own,little,little,15826,49,business,bad
26,female,0,own,little,little,5668,52,radio/TV,bad
30,female,1,own,little,moderate,17760,30,furniture,good
32,male,1,rent,little,moderate,16719,26,radio/TV,good
44,female,0,own,little,little,4027,38,furniture,bad
32,female,2,own,moderate,nan,14428,16,car,good
45,male,2,own,little,little,15835,29,repairs,bad
54,male,1,own,little,rich,3822,38,domestic appliances,good
72,male,0,own,nan,little,2964,44,radio/TV,bad
36,male,0,rent,quite rich,nan,6219,9,radio/TV,good
43,female,1,own,little,rich,18684,55,education,good
69,male,1,own,moderate,little,19505,56,education,bad
43,female,1,own,moderate,nan,3176,11,radio/TV,good
42,male,1,rent,quite rich,moderate,15929,50,furniture,good
43,male,1,rent,rich,little,17681,67,domestic appliances,bad
43,female,2,free,little,nan,5843,37,radio/TV,good
63,female,0,own,moderate,little,10285,32,repairs,bad
45,female,2,free,rich,little,9683,38,business,good
66,male,1,rent,moderate,rich,13033,51,radio/TV,good
35,male,2,rent,nan,moderate,19364,68,education,good
49,female,0,own,moderate,little,3423,70,repairs,bad
70,female,2,rent,rich,little,279,17,radio/TV,good
20,male,0,own,nan,little,4104,49,radio/TV,bad
19,female,3,own,moderate,little,6596,30,furniture,good
50,female,2,own,little,little,17357,49,vacation/others,bad
59,male,1,rent,rich,little,12690,32,business,good
36,female,1,free,rich,rich,18724,4,education,good
34,male,2,rent,little,little,14999,6,car,good
61,male,3,rent,little,little,18209,29,radio/TV,bad
50,male,2,rent,nan,little,2740,24,car,good
29,female,2,rent,moderate,nan,18832,27,furniture,good
66,female,2,own,moderate,little,5962,48,radio/TV,good
73,female,1,own,nan,little,17760,32,car,good
20,female,0,rent,moderate,little,14261,21,domestic appliances,bad
60,male,0,own,rich,moderate,11721,6,furniture,good
66,male,2,rent,quite rich,little,4453,54,radio/TV,good
72,female,1,rent,nan,nan,3655,21,car,good
43,female,1,own,moderate,moderate,7986,40,education,good
52,female,1,free,nan,little,4978,66,furniture,good
25,female,2,own,moderate,moderate,18467,22,radio/TV,good
69,male,1,own,moderate,little,15535,26,furniture,bad
53,female,1,own,little,little,4942,58,radio/TV,bad
70,male,1,free,moderate,little,4771,27,domestic appliances,good
71,female,0,free,moderate,rich,12091,29,radio/TV,bad
24,female,2,own,rich,little,12095,57,car,bad
63,female,1,own,quite rich,rich,14818,36,car,good
63,male,2,own,rich,nan,1004,60,radio/TV,good
53,female,1,own,quite rich,moderate,13828,12,car,good
33,male,0,own,little,little,6909,67,car,bad
41,male,0,rent,little,moderate,15176,62,car,bad
71,female,0,rent,little,little,4051,19,car,bad
18,male,0,rent,little,moderate,14309,8,radio/TV,bad
66,male,0,own,little,little,2781,47,car,bad
42,male,2,own,moderate,little,15274,49,radio/TV,good
27,female,3,rent,moderate,rich,1515,13,radio/TV,good
71,male,3,rent,moderate,little,14991,61,car,bad
33,male,3,own,little,little,8094,67,repairs,good
33,female,1,own,little,rich,18675,63,car,bad
25,female,1,rent,little,rich,8619,28,car,good
46,male,0,own,moderate,moderate,9112,14,radio/TV,good
56,male,0,rent,little,nan,1061,66,furniture,bad
45,male,2,own,little,nan,11489,29,domestic appliances,good
23,male,2,own,little,rich,8772,44,car,good
33,female,2,rent,moderate,little,3805,56,car,good
37,female,2,own,moderate,little,6946,27,domestic appliances,good
33,male,1,own,little,little,12029,10,business,bad
24,female,1,own,little,rich,10347,67,car,bad
58,male,1,rent,little,rich,7687,49,radio/TV,good
31,female,3,rent,moderate,rich,423,54,car,good
60,female,3,own,nan,little,8533,9,vacation/others,good
43,male,1,rent,little,little,2807,33,vacation/others,good
43,male,0,own,little,little,7289,19,repairs,bad
31,male,1,own,little,moderate,19282,60,car,bad
24,male,1,own,quite rich,nan,17232,68,repairs,bad
50,female,2,rent,nan,little,5914,64,furniture,good
43,female,0,own,little,moderate,2434,20,radio/TV,good
74,male,1,own,quite rich,rich,2975,66,furniture,good
62,female,1,own,moderate,little,5963,10,furniture,good
37,female,3,own,rich,rich,19312,38,car,good
20,male,1,rent,moderate,moderate,17975,33,furniture,good
69,male,2,own,little,moderate,12923,47,car,bad
21,female,1,own,moderate,rich,7550,9,repairs,good
43,male,0,own,rich,little,6765,59,furniture,bad
28,male,1,own,nan,moderate,5537,11,repairs,good
19,female,2,rent,moderate,little,14537,23,furniture,good
31,female,2,own,little,little,6183,33,car,good
61,male,1,own,little,moderate,4838,65,business,good
47,female,1,rent,quite rich,little,12298,29,radio/TV,good
66,male,2,own,moderate,moderate,18747,69,car,bad
29,male,2,rent,moderate,moderate,2017,64,repairs,good
43,female,0,rent,little,moderate,9830,64,vacation/others,bad
61,female,1,own,little,rich,16833,48,education,bad
50,male,2,own,moderate,little,8953,49,vacation/others,good
30,male,1,own,little,little,6891,27,education,good
31,male,3,rent,little,little,2982,19,radio/TV,good
41,female,2,rent,moderate,moderate,11184,19,business,good
51,male,0,own,little,rich,17697,69,car,bad
61,female,2,own,rich,little,6553,4,furniture,good
43,male,1,rent,little,rich,6428,28,furniture,good
38,female,2,own,quite rich,little,11321,17,radio/TV,good
45,male,2,own,little,moderate,11912,10,furniture,good
65,female,1,own,little,little,10610,24,radio/TV,bad
53,male,2,rent,rich,little,13995,52,business,good
57,male,2,own,moderate,little,10905,7,repairs,good
19,male,2,own,little,little,13516,15,radio/TV,bad
59,male,1,rent,little,nan,3259,25,education,good
26,female,1,own,nan,little,16117,37,radio/TV,good
40,female,2,own,moderate,little,14515,29,domestic appliances,good
32,female,3,rent,little,nan,19426,31,car,good
30,female,1,own,little,little,9467,22,domestic appliances,good
40,female,0,rent,rich,little,18166,34,radio/TV,bad
34,male,1,own,little,moderate,777,17,radio/TV,good
65,female,1,own,little,little,11776,26,vacation/others,bad
19,female,2,own,moderate,rich,19080,11,furniture,good
37,female,2,rent,rich,little,7440,41,car,good
37,female,3,rent,little,nan,15866,13,education,good
63,male,2,own,moderate,little,877,33,car,good
20,male,1,own,moderate,moderate,2366,10,radio/TV,good
72,male,2,own,little,moderate,16262,5,car,bad
29,male,2,free,nan,moderate,6957,25,radio/TV,good
57,female,3,free,quite rich,little,12934,8,car,good
19,female,0,own,little,rich,9049,70,car,bad
53,male,0,own,moderate,little,16176,59,car,bad
31,male,0,own,quite rich,little,18827,23,vacation/others,bad
33,female,1,free,moderate,rich,16171,71,car,good
36,female,0,own,moderate,little,547,60,radio/TV,bad
51,male,2,own,little,little,12014,24,radio/TV,bad
61,male,2,own,little,little,19927,20,furniture,bad
63,male,1,own,little,little,15747,30,radio/TV,bad
23,male,1,own,moderate,little,9986,42,radio/TV,good
30,female,3,own,nan,nan,15100,70,business,good
53,female,1,own,rich,moderate,5439,16,furniture,good
39,female,1,own,little,nan,13207,53,furniture,bad
35,male,1,own,quite rich,rich,18683,13,education,good
29,female,1,own,rich,little,19918,59,furniture,good
69,female,0,rent,moderate,little,16716,47,radio/TV,bad
71,male,2,rent,little,little,14528,31,car,bad
47,male,3,rent,moderate,rich,8582,40,car,good
70,male,2,own,moderate,moderate,15595,39,car,bad
68,male,1,rent,little,little,12165,59,business,bad
57,male,1,own,little,nan,2081,60,business,good
24,male,3,own,moderate,moderate,6347,39,furniture,good
49,female,2,own,moderate,moderate,5765,4,furniture,good
65,female,1,own,moderate,little,1180,46,furniture,good
36,female,1,own,rich,little,2538,12,car,good
23,female,2,own,little,moderate,2921,70,business,good
37,female,1,own,little,moderate,5670,35,business,good
44,female,0,own,quite rich,moderate,15750,61,radio/TV,bad
70,male,1,rent,moderate,rich,17654,55,education,good
60,male,1,own,nan,little,12283,31,education,good
54,male,1,rent,moderate,little,14439,68,car,bad
65,female,1,own,moderate,moderate,3203,43,radio/TV,good
24,female,0,own,quite rich,moderate,5132,23,furniture,good
22,male,2,free,little,little,10703,13,car,bad
28,male,2,own,quite rich,nan,7185,65,education,good
32,male,0,rent,little,moderate,16083,40,domestic appliances,bad
20,male,3,own,moderate,moderate,6526,63,vacation/others,good
22,male,1,own,little,little,8347,70,radio/TV,bad
40,female,0,own,rich,little,15673,55,education,bad
70,female,1,rent,nan,nan,9989,38,education,good
54,female,2,own,little,moderate,13172,65,education,bad
26,male,1,own,moderate,rich,5734,15,car,good
32,female,0,rent,nan,little,3430,32,car,good
20,male,2,own,moderate,little,16820,33,furniture,good
46,female,1,rent,quite rich,little,5721,25,radio/TV,good
23,male,2,own,little,little,19666,56,business,bad
34,male,2,rent,little,moderate,14791,25,radio/TV,good
43,female,3,own,little,little,296,63,radio/TV,bad
38,female,0,own,nan,little,19502,52,radio/TV,bad
25,female,0,rent,quite rich,little,14684,52,car,bad
38,female,3,own,rich,little,15090,10,furniture,good
74,female,2,own,moderate,nan,3287,49,car,good
28,male,2,free,quite rich,little,3555,14,car,good
55,female,0,own,quite rich,little,15512,19,car,bad
25,female,0,rent,moderate,moderate,18247,57,car,bad
59,male,0,rent,rich,moderate,13514,60,radio/TV,bad
41,female,1,rent,little,little,6610,39,vacation/others,good
52,male,0,rent,little,little,10142,54,car,bad
72,female,1,own,little,rich,8395,25,business,good
31,female,1,rent,little,nan,9878,40,education,good
72,male,0,own,little,moderate,362,6,domestic appliances,good
31,female,0,rent,moderate,moderate,4491,38,repairs,good
27,female,1,own,little,little,19325,41,business,bad
29,female,0,rent,quite rich,little,15693,58,business,bad
55,female,0,rent,moderate,little,12278,44,car,bad
61,male,1,own,little,little,11025,41,furniture,bad
72,male,1,own,little,rich,18979,37,radio/TV,bad
63,female,2,rent,moderate,rich,14773,14,car,good
51,female,0,own,moderate,nan,10600,17,radio/TV,good
58,male,2,own,little,moderate,305,24,car,good
27,male,2,own,moderate,moderate,830,31,education,good
34,female,2,own,moderate,little,3795,63,car,good
34,male,0,own,little,rich,13067,37,business,bad
20,male,1,own,little,moderate,12253,68,radio/TV,bad
48,male,2,own,moderate,little,12986,7,car,good
68,male,3,own,rich,moderate,7811,59,repairs,good
18,female,3,own,moderate,little,10378,13,education,bad
29,male,1,own,rich,moderate,13724,38,education,good
56,female,2,own,moderate,little,1917,13,car,good
21,female,2,own,rich,little,8660,66,car,bad
59,male,2,own,nan,little,9333,28,vacation/others,good
30,female,1,free,little,little,4676,35,furniture,good
51,female,1,own,little,little,5508,59,car,bad
59,male,0,own,little,little,12028,29,domestic appliances,bad
38,male,1,own,little,little,6897,71,radio/TV,good
39,male,2,rent,moderate,nan,13917,30,education,good
74,female,3,own,quite rich,rich,1093,14,car,good
21,female,2,free,nan,little,12549,56,vacation/others,bad
35,female,1,own,moderate,little,3761,35,radio/TV,good
22,female,2,own,moderate,rich,6958,62,furniture,good
36,male,1,free,moderate,nan,1369,33,car,good
19,female,2,own,little,little,9577,12,education,bad
29,male,2,free,quite rich,little,6284,14,radio/TV,good
34,male,1,free,moderate,little,13608,20,vacation/others,good
27,male,1,free,quite rich,moderate,4015,14,car,good
51,male,0,rent,little,little,6647,60,furniture,bad
23,female,0,own,little,little,14080,53,car,bad
25,male,2,own,moderate,little,10321,56,education,good
68,female,0,own,little,little,13867,69,car,bad
28,male,0,free,quite rich,rich,18572,46,vacation/others,bad
74,male,1,own,little,rich,19689,42,education,bad
29,male,2,own,little,moderate,14959,45,furniture,bad
26,female,1,rent,little,little,19730,37,furniture,bad
19,male,0,own,little,little,1279,28,radio/TV,bad
25,male,2,rent,little,rich,1754,12,education,good
28,male,1,free,nan,little,1114,15,radio/TV,good
70,male,1,own,little,moderate,18824,13,radio/TV,good
53,female,2,rent,little,moderate,15288,37,car,bad
27,female,1,rent,quite rich,nan,10660,29,car,good
38,male,2,rent,little,little,17123,38,repairs,bad
37,male,1,own,little,rich,7377,59,radio/TV,good
65,female,1,own,moderate,little,18676,59,radio/TV,bad
25,female,1,own,little,little,9983,51,furniture,bad
53,female,2,rent,little,rich,5132,26,education,good
46,male,1,own,quite rich,rich,6185,68,business,good
59,female,0,own,little,little,3538,11,furniture,bad
29,male,1,own,nan,moderate,15280,16,car,good
31,female,1,own,little,little,14004,52,car,bad
65,female,2,own,rich,moderate,10366,13,business,good
71,male,3,own,quite rich,moderate,18595,6,radio/TV,good
67,female,2,rent,little,moderate,15717,31,domestic appliances,bad
38,male,1,rent,little,little,16284,30,furniture,bad
39,female,1,own,rich,moderate,4086,14,furniture,good
38,male,2,rent,moderate,little,17660,15,car,good
61,female,3,own,little,moderate,877,10,car,good
67,female,1,rent,little,little,12533,45,furniture,bad
47,male,0,own,nan,rich,5536,13,car,good
56,male,0,free,moderate,rich,10707,64,radio/TV,bad
37,male,1,own,little,little,19794,67,vacation/others,bad
41,male,1,own,nan,rich,6091,31,car,good
40,female,3,rent,little,little,6675,29,furniture,good
24,female,1,own,moderate,rich,17608,55,furniture,good
26,female,1,rent,moderate,moderate,16305,7,car,good
18,female,1,own,rich,little,10626,25,car,bad
43,female,3,own,little,little,5702,13,radio/TV,good
55,female,1,rent,rich,nan,4964,7,vacation/others,good
55,male,1,own,nan,rich,13137,10,radio/TV,good
71,female,0,own,little,moderate,8438,66,car,bad
61,female,1,rent,moderate,little,18658,70,education,bad
39,male,2,free,rich,moderate,9590,33,domestic appliances,good
61,female,1,rent,moderate,moderate,19303,24,business,good
27,female,1,rent,moderate,little,3828,51,business,good
72,female,2,free,moderate,nan,3369,20,business,good
